"","hgnc_symbol","entrezgene"
"13875","LINC00051",619434
"13876","EPB41L5",57669
"13877","GFI1",2672
"13878","ALDH1A2",8854
"13879","TXLNA",200081
"13880","PAQR7",164091
"13881","CERS6",253782
"13882","EXO5",64789
"13883","PGLYRP3",114771
"13884","PARP1",142
"13885","LINC01184",644873
"13886","WT1",7490
"13887","MPL",4352
"13888","RABGGTA",5875
"13889","ASCC3",10973
"13890","DNAJC9",23234
"13891","ANAPC10",10393
"13892","ISCU",23479
"13893","BNIP1",662
"13894","GPR161",23432
"13895","TMEM150B",284417
"13896","DOCK6",57572
"13897","TLR6",10333
"13898","DDX10",1662
"13899","KIDINS220",57498
"13900","CSNK2A1",1457
"13901","ABHD18",80167
"13902","OR2G2",81470
"13903","SLC9C2",284525
"13904","FAM89A",375061
"13905","SACS",26278
"13906","IL2RB",3560
"13907","CIRBP",1153
"13908","LARP6",55323
"13909","EPS15L1",58513
"13910","GUSBP11",91316
"13911","TKFC",26007
"13912","RHAG",6005
"13913","KAT7",11143
"13914","MRC1",4360
"13915","CRELD1",78987
"13916","SPATA21",374955
"13917","TRDMT1",1787
"13918","EIF3E",3646
"13919","CLRN3",119467
"13920","TSPY4",728395
"13921","SLC22A24",283238
"13922","NRXN2",9379
"13923","GPR31",2853
"13924","TCEAL2",140597
"13925","NME5",8382
"13926","HPCAL1",3241
"13927","PPDPF",79144
"13928","FSCN2",25794
"13929","POLE4",56655
"13930","ALS2CR12",130540
"13931","ZNF384",171017
"13932","AMOT",154796
"13933","SHOC2",8036
"13934","SLX4IP",128710
"13935","TMPRSS3",64699
"13936","LNPK",80856
"13937","PRKAG3",53632
"13938","RBBP8",5932
"13939","NPHP1",4867
"13940","MYB",4602
"13941","",152225
"13942","EPX",8288
"13943","CREB1",1385
"13944","RFT1",91869
"13945","LRP1",4035
"13946","CCDC34",91057
"13947","TLR1",7096
"13948","PPFIA1",8500
"13949","GLCE",26035
"13950","ALDH8A1",64577
"13951","ARHGAP8",23779
"13952","MAGEE2",139599
"13953","SPATA31A3",727830
"13954","CSH1",1442
"13955","CSH1",1444
"13956","PIGP",51227
"13957","QPCT",25797
"13958","KRTAP19-2",337969
"13959","TLDC1",57707
"13960","SYCE1L",100130958
"13961","UBE2G2",7327
"13962","SLC3A1",6519
"13963","ANKRD46",157567
"13964","SYT11",23208
"13965","OR1F2P",26184
"13966","GRB10",2887
"13967","APOC1P1",342
"13968","RTN4RL1",146760
"13969","MS4A6E",245802
"13970","HECW2",57520
"13971","PLCXD3",345557
"13972","DIS3L2",129563
"13973","VASH1",22846
"13974","PRKAB2",5565
"13975","LINC00634",339674
"13976","ZDHHC8",29801
"13977","MRGPRX1",259249
"13978","HBM",3042
"13979","PKIA",5569
"13980","VGF",7425
"13981","SMTN",6525
"13982","LINC00173",100287569
"13983","PRKRA",8575
"13984","CHST8",64377
"13985","SOWAHB",345079
"13986","ZBTB8A",653121
"13987","TERF1",7013
"13988","RBM39",9584
"13989","CASP8AP2",9994
"13990","KCNE5",23630
"13991","DEFA5",1670
"13992","BMPR2",659
"13993","LDHAL6B",92483
"13994","TREM2",54209
"13995","FAM219A",203259
"13996","NENF",29937
"13997","KCTD9",54793
"13998","SCIMP",388325
"13999","THAP12",5612
"14000","KCNJ15",3772
"14001","HSD17B7P2",158160
"14002","FOXD4",2298
"14003","HNF1A",6927
"14004","MYL3",4634
"14005","DCXR",51181
"14006","LINC01018",255167
"14007","RPL11",6135
"14008","OGG1",4968
"14009","TSPO2",222642
"14010","MED7",9443
"14011","CIDEA",1149
"14012","BTRC",8945
"14013","ZNF789",285989
"14014","CHRD",8646
"14015","SGF29",112869
"14016","RND2",8153
"14017","C2orf70",339778
"14018","SIGLEC1",6614
"14019","PTPDC1",138639
"14020","MGRN1",23295
"14021","IPO4",79711
"14022","RAP1GAP",5909
"14023","ACSL4",2182
"14024","TRIB2",28951
"14025","HSPA12B",116835
"14026","CHIA",27159
"14027","GPA33",10223
"14028","ZDHHC5",25921
"14029","CEACAM16",388551
"14030","KRTAP19-3",337970
"14031","HSPB6",126393
"14032","ZNF830",91603
"14033","CCNE1",898
"14034","FAM215A",23591
"14035","HIRA",7290
"14036","PAPOLA",10914
"14037","ZNF541",84215
"14038","UGT2A1",10941
"14039","SPINT3",10816
"14040","PDE5A",8654
"14041","HIKESHI",51501
"14042","DHX8",1659
"14043","ACSS1",84532
"14044","HSPB7",27129
"14045","RRAGC",64121
"14046","PIH1D2",120379
"14047","HBG1",3047
"14048","RAB19",401409
"14049","KRT35",3886
"14050","MALL",7851
"14051","PTPMT1",114971
"14052","CTSE",1510
"14053","TTC14",151613
"14054","CELA3B",23436
"14055","FAM107A",11170
"14056","CRTAM",56253
"14057","FAAH",2166
"14058","USP1",7398
"14059","ZNF623",9831
"14060","C15orf53",400359
"14061","RPGRIP1L",23322
"14062","WARS2",10352
"14063","SH2D1A",4068
"14064","FAM105A",54491
"14065","HAP1",9001
"14066","AXIN2",8313
"14067","TRAF2",7186
"14068","JAKMIP3",282973
"14069","BID",637
"14070","TCEAL6",158931
"14071","AEBP2",121536
"14072","NID1",4811
"14073","AURKAIP1",54998
"14074","WDR63",126820
"14075","",85001
"14076","AMPD1",270
"14077","PPP1R14B",26472
"14078","UBE2Z",65264
"14079","CC2D2B",387707
"14080","CC2D2B",100127889
"14081","GPC6",10082
"14082","KRTAP19-4",337971
"14083","SUGT1",10910
"14084","GPATCH2L",55668
"14085","SNAPC1",6617
"14086","CSN1S1",1446
"14087","APPL1",26060
"14088","RCHY1",25898
"14089","SENP6",26054
"14090","SPINK4",27290
"14091","LAMA1",284217
"14092","UBL4B",164153
"14093","HTR3C",170572
"14094","CLDND1",56650
"14095","RPS6KA4",8986
"14096","LRTOMT",220074
"14097","STK4",6789
"14098","KRTAP2-1",81872
"14099","SEPT12",124404
"14100","ENHO",375704
"14101","SMIM10",644538
"14102","TMEM267",64417
"14103","LYL1",4066
"14104","PLA2G1B",5319
"14105","GLTPD2",388323
"14106","ST8SIA4",7903
"14107","GCSAM",257144
"14108","IDH1",3417
"14109","OR8H3",390152
"14110","IRX4",50805
"14111","TSR1",55720
"14112","ERCC6L",54821
"14113","FKBP4",2288
"14114","HAGH",3029
"14115","TGFBR1",7046
"14116","TMSB4Y",9087
"14117","OR52D1",390066
"14118","QRICH2",84074
"14119","STX7",8417
"14120","ATP10A",57194
"14121","ATF6",22926
"14122","PDCD7",10081
"14123","OR52H1",390067
"14124","BRD3",8019
"14125","FAM69B",138311
"14126","CCDC73",493860
"14127","POLR2F",5435
"14128","AP3M1",26985
"14129","VCPIP1",80124
"14130","SLC22A10",387775
"14131","FLVCR2",55640
"14132","PROX1",5629
"14133","PDPR",55066
"14134","VPS37C",55048
"14135","TBC1D16",125058
"14136","EYA1",2138
"14137","COL20A1",57642
"14138","MICAL1",64780
"14139","SDR39U1",56948
"14140","MIGA1",374986
"14141","AMIGO1",57463
"14142","ABCC5",10057
"14143","POM121",9883
"14144","ABCA9",10350
"14145","OR8J3",81168
"14146","UGT2B4",7363
"14147","EEFSEC",60678
"14148","HAUS2",55142
"14149","C8orf37",157657
"14150","PARP3",10039
"14151","PCMTD2",55251
"14152","ANGPTL8",55908
"14153","FTSJ1",24140
"14154","C3orf62",375341
"14155","RPLP2",6181
"14156","GATM",2628
"14157","ZNF536",9745
"14158","OR14A16",284532
"14159","SMURF1",57154
"14160","",84717
"14161","GABRR1",2569
"14162","VWA2",340706
"14163","NHEJ1",79840
"14164","BHLHE40",8553
"14165","CLDN11",5010
"14166","RPL38",6169
"14167","MAGEA2",4101
"14168","KCNH2",3757
"14169","AIFM2",84883
"14170","FAM71F1",84691
"14171","DENND1A",57706
"14172","C19orf54",284325
"14173","WDR5B",54554
"14174","ZNF500",26048
"14175","ZNF442",79973
"14176","NGDN",25983
"14177","RPS13",6207
"14178","IFT140",9742
"14179","PRKY",5616
"14180","CTSS",1520
"14181","CLCF1",23529
"14182","ZSCAN20",7579
"14183","TNFAIP8",25816
"14184","CHI3L2",1117
"14185","SERPINB9",5272
"14186","NOMO2",283820
"14187","HIST1H2BD",3017
"14188","PSMG2",56984
"14189","HIST1H2BF",8343
"14190","RAB4B",53916
"14191","CLDN12",9069
"14192","WDR64",128025
"14193","STX1B",112755
"14194","MED19",219541
"14195","FLNC",2318
"14196","EI24",9538
"14197","ANO10",55129
"14198","RAD9A",5883
"14199","TM9SF3",56889
"14200","AAR2",25980
"14201","ABI3BP",25890
"14202","SHISA3",152573
"14203","KAAG1",353219
"14204","CYR61",3491
"14205","MYCBP",26292
"14206","ARMC2",84071
"14207","COL4A1",1282
"14208","SRF",6722
"14209","FGF2",2247
"14210","SCRN1",9805
"14211","ARMC1",55156
"14212","FAM131C",348487
"14213","CFAP57",149465
"14214","MACF1",23499
"14215","MACF1",643314
"14216","ADGRL3",23284
"14217","ACAT2",39
"14218","YIPF1",54432
"14219","TMC8",147138
"14220","ISY1",57461
"14221","PNMA5",114824
"14222","PARP16",54956
"14223","APEX2",27301
"14224","RSPH14",27156
"14225","F8",2157
"14226","LINC01124",440925
"14227","CCNE2",9134
"14228","PLEKHF1",79156
"14229","CHRNB2",1141
"14230","ITPR2",3709
"14231","ILF2",3608
"14232","GNL2",29889
"14233","CDCA8",55143
"14234","C5orf64",285668
"14235","CTH",1491
"14236","UBR1",197131
"14237","GABRB3",2562
"14238","PTPA",5524
"14239","FAM171A1",221061
"14240","AARSD1",80755
"14241","EPHB3",2049
"14242","GIGYF1",64599
"14243","CCR5",1234
"14244","OSGIN1",29948
"14245","TSPAN8",7103
"14246","SH3RF2",153769
"14247","ATP6V0C",527
"14248","TAS2R40",259286
"14249","ODF2",4957
"14250","OSTN",344901
"14251","NUS1",116150
"14252","G2E3",55632
"14253","NMNAT3",349565
"14254","ALDH1L2",160428
"14255","SPA17",53340
"14256","FIZ1",84922
"14257","BLZF1",8548
"14258","RAD51AP1",10635
"14259","MMP11",4320
"14260","ZNF92",168374
"14261","SRC",6714
"14262","WNT11",7481
"14263","CROT",54677
"14264","KBTBD7",84078
"14265","SLC35F1",222553
"14266","LGR4",55366
"14267","YIPF2",78992
"14268","EHD1",10938
"14269","KIAA0040",9674
"14270","PDCL",5082
"14271","WNT1",7471
"14272","FAM227A",646851
"14273","C11orf84",144097
"14274","SLC6A18",348932
"14275","CD79A",973
"14276","SEH1L",81929
"14277","HIST1H3D",8351
"14278","PLA2G7",7941
"14279","FZD9",8326
"14280","OR1F1",4992
"14281","LSMEM2",132228
"14282","KCNK12",56660
"14283","UBXN2B",137886
"14284","ACAD11",84129
"14285","NOL7",51406
"14286","FAM104A",84923
"14287","EAF1",85403
"14288","TEKT2",27285
"14289","WNT3A",89780
"14290","R3HDM4",91300
"14291","OR4A47",403253
"14292","NLGN1",22871
"14293","MAP1LC3B2",643246
"14294","NGB",58157
"14295","NXF2B",728343
"14296","HAUS3",79441
"14297","IGSF6",10261
"14298","ARMC7",79637
"14299","KCNJ1",3758
"14300","ADCY2",108
"14301","GABRE",2564
"14302","FAM118A",55007
"14303","PSMC3IP",29893
"14304","NMNAT2",23057
"14305","USH1C",10083
"14306","MTHFD2",10797
"14307","KRT7",3855
"14308","OR6K2",81448
"14309","MPHOSPH9",10198
"14310","HSD17B10",3028
"14311","C3orf84",646498
"14312","NME4",4833
"14313","HIST1H4D",8360
"14314","BEX4",56271
"14315","ADH5",128
"14316","NFE2L1",4779
"14317","DDX59",83479
"14318","C22orf15",150248
"14319","UGT8",7368
"14320","ZNF165",7718
"14321","SLC17A8",246213
"14322","ZRANB3",84083
"14323","ZNF507",22847
"14324","FAM104B",90736
"14325","FAM210B",116151
"14326","RBM17",84991
"14327","NACAD",23148
"14328","LRRC26",389816
"14329","DPY19L2P2",349152
"14330","SEZ6L2",26470
"14331","POC5",134359
"14332","SART3",9733
"14333","NPFFR1",64106
"14334","GALNT10",55568
"14335","HBZ",3050
"14336","TSGA10IP",254187
"14337","TRAM1L1",133022
"14338","EMSY",56946
"14339","CYP4A22",284541
"14340","PBXIP1",57326
"14341","PRTFDC1",56952
"14342","UBE2G1",7326
"14343","PNO1",56902
"14344","LYAR",55646
"14345","VWF",7450
"14346","KRTAP19-5",337972
"14347","C1QTNF7",114905
"14348","FOXO1",2308
"14349","GTF2A2",2958
"14350","LDLRAD1",388633
"14351","ZNF517",340385
"14352","CMKLR1",1240
"14353","TM4SF19",116211
"14354","PACS1",55690
"14355","TMEM106B",54664
"14356","SLFN12L",100506736
"14357","ZNF554",115196
"14358","NIPA1",123606
"14359","CYP4F35P",284233
"14360","TAC1",6863
"14361","LRRC49",54839
"14362","TNNI3K",51086
"14363","ADAM12",8038
"14364","DRAXIN",374946
"14365","TMEM184C",55751
"14366","GGPS1",9453
"14367","IPO13",9670
"14368","ATXN7L1",222255
"14369","EMX2",2018
"14370","PAX8",7849
"14371","SLC2A3",6515
"14372","",123624
"14373","ZNF252P",286101
"14374","EFHD1",80303
"14375","RUFY3",22902
"14376","MON1A",84315
"14377","ARSG",22901
"14378","RNF126P1",376412
"14379","ABHD17C",58489
"14380","PLEKHM2",23207
"14381","RTN3",10313
"14382","CDC45",8318
"14383","RHOU",58480
"14384","SBF2",81846
"14385","FUT10",84750
"14386","CERKL",375298
"14387","TTC33",23548
"14388","DHX9",1660
"14389","KCTD10",83892
"14390","PCGF3",10336
"14391","AOAH",313
"14392","ANKRD39",51239
"14393","TMEM168",64418
"14394","RECQL4",9401
"14395","SPOCD1",90853
"14396","RHEB",6009
"14397","PODN",127435
"14398","PPRC1",23082
"14399","CHEK2",11200
"14400","HAAO",23498
"14401","GAS7",8522
"14402","FCER1G",2207
"14403","HPN-AS1",100128675
"14404","LRRN4CL",221091
"14405","ARID2",196528
"14406","STX8",9482
"14407","ISCA1",81689
"14408","LRRC17",10234
"14409","COG6",57511
"14410","FAM138D",677784
"14411","CBWD2",150472
"14412","RND3",390
"14413","LINC01558",26238
"14414","DEFB136",613210
"14415","KRTAP4-12",83755
"14416","ZNF441",126068
"14417","NR1H3",10062
"14418","SERPINE3",647174
"14419","CPED1",79974
"14420","VPS25",84313
"14421","GGTA1P",2681
"14422","AARD",441376
"14423","CORO2A",7464
"14424","IL27",246778
"14425","UNC93B1",81622
"14426","S100A13",6284
"14427","CD180",4064
"14428","HHIPL1",84439
"14429","NBPF4",148545
"14430","ACRV1",56
"14431","SRFBP1",153443
"14432","MTRF1L",54516
"14433","TRMT2B",79979
"14434","PPP4R2",151987
"14435","GOSR2",9570
"14436","KRTCAP2",200185
"14437","IKBKE",9641
"14438","CYTL1",54360
"14439","KCNJ10",3766
"14440","MPV17",4358
"14441","RAB11B",9230
"14442","LSM10",84967
"14443","CD163L1",283316
"14444","PDZD4",57595
"14445","NAT9",26151
"14446","LALBA",3906
"14447","TTTY4B",474150
"14448","SMARCAD1",56916
"14449","MEIOB",254528
"14450","COPS3",8533
"14451","OR10H4",126541
"14452","SLC23A3",151295
"14453","SLC16A13",201232
"14454","MARCH8",220972
"14455","SOX10",6663
"14456","SYNJ2BP",55333
"14457","MYO5A",4644
"14458","CRISP1",167
"14459","PID1",55022
"14460","CLDN18",51208
"14461","ING4",51147
"14462","SMPDL3A",10924
"14463","IQGAP1",8826
"14464","CFL2",1073
"14465","OSBPL10",114884
"14466","PLXNC1",10154
"14467","UPK1A",11045
"14468","CHRNG",1146
"14469","TMEM47",83604
"14470","CACNA1D",776
"14471","CDH26",60437
"14472","S100B",6285
"14473","QSER1",79832
"14474","KIAA1147",57189
"14475","HSPD1",3329
"14476","CCDC160",347475
"14477","STRN3",29966
"14478","N4BP3",23138
"14479","RGPD6",84220
"14480","RGPD6",729540
"14481","MANF",7873
"14482","DARS",1615
"14483","DHRS7",51635
"14484","UBE2DNL",100131816
"14485","MAP3K15",389840
"14486","BNC2",54796
"14487","PCNT",5116
"14488","KIAA0232",9778
"14489","UNG",7374
"14490","VLDLR",7436
"14491","FHIT",2272
"14492","KDR",3791
"14493","MYO1F",4542
"14494","TMEM256",254863
"14495","CTTN",2017
"14496","DHDH",27294
"14497","CDR1",1038
"14498","SMCR5",140771
"14499","YTHDC1",91746
"14500","IREB2",3658
"14501","AXL",558
"14502","BRK1",55845
"14503","TMEM128",85013
"14504","ANKRD45",339416
"14505","PANK3",79646
"14506","ALG8",79053
"14507","FCGR1A",2209
"14508","PNRC1",10957
"14509","C9orf66",157983
"14510","FAM84B",157638
"14511","NLGN4Y",22829
"14512","KRTAP12-4",386684
"14513","TMEM136",219902
"14514","PDHB",5162
"14515","FADS2",9415
"14516","CD8B",926
"14517","SULT6B1",391365
"14518","PPP1R1C",151242
"14519","PSG5",5673
"14520","TTTY4",474150
"14521","XG",7499
"14522","XG",100132596
"14523","SGSM2",9905
"14524","PRDM16",63976
"14525","RTTN",25914
"14526","ATP6V0E2-AS1",401431
"14527","SNHG11",128439
"14528","HIST1H1A",3024
"14529","RBM15B",29890
"14530","CEBPZ",10153
"14531","PIGK",10026
"14532","CHRDL2",25884
"14533","FGFR2",2263
"14534","LINC00905",148231
"14535","TNFRSF8",943
"14536","SNX1",6642
"14537","C17orf67",339210
"14538","ZNF146",7705
"14539","FHL3",2275
"14540","ENOX1",55068
"14541","C9orf72",203228
"14542","ILK",3611
"14543","ZNF224",7767
"14544","LIPE",3991
"14545","TMEM106C",79022
"14546","RNF11",26994
"14547","RXRG",6258
"14548","KCNK17",89822
"14549","ZNF556",80032
"14550","LYZL4",131375
"14551","LSP1",4046
"14552","HDAC9",9734
"14553","RP9",6100
"14554","PKM",5315
"14555","PLOD3",8985
"14556","CBLN4",140689
"14557","OR6K3",391114
"14558","CEMP1",752014
"14559","SNX10",29887
"14560","OTP",23440
"14561","RNF219",79596
"14562","GAPT",202309
"14563","CST1",1469
"14564","FAM65C",140876
"14565","RNF222",643904
"14566","TTTY17B",252949
"14567","TTTY17B",474151
"14568","LGSN",51557
"14569","PLA2G15",23659
"14570","CTF1",1489
"14571","CNNM1",26507
"14572","PIM1",5292
"14573","KLHL35",283212
"14574","ARID3A",1820
"14575","IVD",3712
"14576","ZDHHC16",84287
"14577","LDB2",9079
"14578","PRDM1",639
"14579","",118432
"14580","RSPH6A",81492
"14581","INHBE",83729
"14582","SLC26A2",1836
"14583","GFPT2",9945
"14584","APOBEC3C",27350
"14585","PPP5C",5536
"14586","PEX6",5190
"14587","DBNDD1",79007
"14588","SLC2A4RG",56731
"14589","LRRC4C",57689
"14590","ZNF799",90576
"14591","SRY",6736
"14592","GOT1L1",137362
"14593","OR5K3",403277
"14594","C1QC",714
"14595","EDNRB",1910
"14596","TMEM207",131920
"14597","LMTK2",22853
"14598","MICU2",221154
"14599","GMEB1",10691
"14600","FAM45A",404636
"14601","SLC9A9",285195
"14602","GTF2H1",2965
"14603","MSS51",118490
"14604","THBS1",7057
"14605","C15orf59",388135
"14606","KRTAP10-7",386675
"14607","HEPHL1",341208
"14608","RPS6KB1",6198
"14609","ETV3L",440695
"14610","FOXR2",139628
"14611","AGAP2-AS1",100130776
"14612","GPRC6A",222545
"14613","APLF",10887
"14614","APLF",200558
"14615","KRTAP4-1",85285
"14616","BCAS4",55653
"14617","STRBP",55342
"14618","ANGPT4",51378
"14619","EIF4G3",8672
"14620","FRRS1L",23732
"14621","MAPK7",5598
"14622","CDKL4",344387
"14623","GRIN1",2902
"14624","NRN1L",123904
"14625","CAMKK1",84254
"14626","DENND6A",201627
"14627","ADAMTS10",81794
"14628","OR10Z1",128368
"14629","HYAL2",8692
"14630","PRLHR",2834
"14631","ANKRD36",375248
"14632","SLCO4A1-AS1",100127888
"14633","MTMR4",9110
"14634","KRT6C",286887
"14635","SH2D3C",10044
"14636","RAP1B",5908
"14637","TMEM201",199953
"14638","CDY2B",203611
"14639","EMD",2010
"14640","RGP1",9827
"14641","COL9A2",1298
"14642","RGS5",8490
"14643","ZFHX4",79776
"14644","CD248",57124
"14645","OGDHL",55753
"14646","FAM89B",23625
"14647","PLCE1",51196
"14648","ARRDC3-AS1",100129716
"14649","ENOSF1",55556
"14650","TBC1D28",254272
"14651","HIST1H2BB",3018
"14652","SLC25A5",292
"14653","CCDC144A",9720
"14654","ZNF280D",54816
"14655","ZNF280D",145783
"14656","LIAS",11019
"14657","JMJD8",339123
"14658","PKD1L1",168507
"14659","B3GALNT1",8706
"14660","DOK1",1796
"14661","DNAJB13",374407
"14662","MYO3B",140469
"14663","ANP32B",10541
"14664","GRIPAP1",56850
"14665","MFN1",55669
"14666","FKBP3",2287
"14667","XKR7",343702
"14668","CKAP4",10970
"14669","DZIP1",22873
"14670","KRT36",8689
"14671","CALML6",163688
"14672","MKI67",4288
"14673","LYSMD2",256586
"14674","NPIPA5",9284
"14675","PRDM7",11105
"14676","CUL4B",8450
"14677","TNRC6C",57690
"14678","SLC34A3",142680
"14679","ZFP91",80829
"14680","CRB2",286204
"14681","GOLGA8CP",390535
"14682","GOLGA8CP",729786
"14683","DDX17",10521
"14684","LIPN",643418
"14685","LRP2",4036
"14686","DCP1A",55802
"14687","PKHD1L1",93035
"14688","CT45A3",441519
"14689","CT45A3",541466
"14690","NKAP",79576
"14691","TCP11L2",255394
"14692","CAPS2",84698
"14693","AMZ2",51321
"14694","MTR",4548
"14695","ZNF397",84307
"14696","COL17A1",1308
"14697","DDB1",1642
"14698","ZNF207",7756
"14699","PPIA",5478
"14700","MYO18B",84700
"14701","RBMY2EP",159125
"14702","SCRN2",90507
"14703","GRM1",2911
"14704","MNS1",55329
"14705","PALMD",54873
"14706","FGR",2268
"14707","APOE",348
"14708","NDN",4692
"14709","LMNB1",4001
"14710","KPRP",448834
"14711","DCTN3",11258
"14712","GALT",2592
"14713","TTC7A",57217
"14714","TTF1",7270
"14715","TTTY1B",100101116
"14716","NEDD1",121441
"14717","STIP1",10963
"14718","ATP6AP1L",92270
"14719","KRTAP5-7",440050
"14720","DCDC2",51473
"14721","SNX21",90203
"14722","PLCB3",5331
"14723","C12orf74",338809
"14724","SMCP",4184
"14725","SETD1A",9739
"14726","LGALS8",3964
"14727","SSR3",6747
"14728","TCTEX1D2",255758
"14729","IL19",29949
"14730","USP20",10868
"14731","KRTAP3-2",83897
"14732","WNT7A",7476
"14733","XPNPEP3",63929
"14734","GNG13",51764
"14735","PQLC2L",152078
"14736","UNC50",25972
"14737","GRIA4",2893
"14738","SLC23A1",9963
"14739","TRPV4",59341
"14740","NYX",60506
"14741","LTB4R",1241
"14742","ZNF699",374879
"14743","C11orf54",28970
"14744","ARHGEF35",445328
"14745","RAP1A",5906
"14746","KIF4A",24137
"14747","TRAPPC2",6399
"14748","CDK13",8621
"14749","ZNF225",7768
"14750","ARL5C",390790
"14751","TP63",8626
"14752","KPNA6",23633
"14753","TSPAN18",90139
"14754","FLT3",2322
"14755","CRISP2",7180
"14756","DAPK2",23604
"14757","NDC1",55706
"14758","TVP23A",780776
"14759","OR5W2",390148
"14760","COL18A1-AS1",378832
"14761","FBLN1",2192
"14762","CLASP1",23332
"14763","DSCAML1",57453
"14764","CTSK",1513
"14765","KIN",22944
"14766","AJAP1",55966
"14767","SCTR",6344
"14768","VWDE",221806
"14769","SLC40A1",30061
"14770","IQSEC3",440073
"14771","TAS2R42",353164
"14772","C10orf62",414157
"14773","PCDHGC4",56098
"14774","ADPRHL2",54936
"14775","FBRS",64319
"14776","QSOX2",169714
"14777","FBXO18",84893
"14778","SALL1",6299
"14779","ATL2",64225
"14780","NCOA2",10499
"14781","INS-IGF2",723961
"14782","PTENP1",11191
"14783","THAP2",83591
"14784","SCFD1",23256
"14785","TUB",7275
"14786","CTRB2",440387
"14787","IPO7",10527
"14788","SLC35E3",55508
"14789","SPINK8",646424
"14790","HDDC2",51020
"14791","CD207",50489
"14792","C1orf198",84886
"14793","FAM151B",167555
"14794","AQP10",89872
"14795","XRCC4",7518
"14796","MEIS2",4212
"14797","NUDT4",11163
"14798","PAIP2",51247
"14799","ANGPTL3",27329
"14800","COTL1",23406
"14801","IGDCC3",9543
"14802","RND1",27289
"14803","C14orf105",55195
"14804","KRTAP2-4",85294
"14805","VSIG1",340547
"14806","CLSTN3",9746
"14807","TINAGL1",64129
"14808","TMOD2",29767
"14809","ARHGDIG",398
"14810","ZNF136",7695
"14811","SOCS5",9655
"14812","TCEB3C",162699
"14813","ANKRA2",57763
"14814","RIN2",54453
"14815","OXSM",54995
"14816","MMP9",4318
"14817","RASL10A",10633
"14818","CHIC1",53344
"14819","DCUN1D5",84259
"14820","TIGD4",201798
"14821","HARS",3035
"14822","POMZP3",22932
"14823","CYP46A1",10858
"14824","ACTL6B",51412
"14825","TOX",9760
"14826","SLC25A33",84275
"14827","ICA1L",130026
"14828","FOXD3",27022
"14829","RPUSD3",285367
"14830","TNR",7143
"14831","WDR13",64743
"14832","",285627
"14833","C1QTNF3",114899
"14834","LRG1",116844
"14835","PIANP",196500
"14836","TMEM183A",92703
"14837","PHTF1",10745
"14838","SLC8A2",6543
"14839","RRP1B",23076
"14840","PREX2",80243
"14841","EVI5",7813
"14842","FDFT1",2222
"14843","HOXB9",3219
"14844","TRIM72",493829
"14845","NDUFA13",51079
"14846","MAPK8IP2",23542
"14847","IFNA6",3443
"14848","ARHGDIA",396
"14849","IFNA13",3447
"14850","LINC00174",285908
"14851","AFDN-AS1",653483
"14852","SEPT7",989
"14853","SEMA4F",10505
"14854","OR3A1",4994
"14855","SRP19",6728
"14856","HSP90B1",7184
"14857","ARL1",400
"14858","MBD5",55777
"14859","SH3BP5",9467
"14860","IFNA2",3440
"14861","ZNF764",92595
"14862","HEPH",9843
"14863","GNAQ",2776
"14864","FBXL20",84961
"14865","",256369
"14866","HOXB7",3217
"14867","COPS9",150678
"14868","TMEM30B",161291
"14869","SERPINB1",1992
"14870","USP17L6P",391622
"14871","PEPD",5184
"14872","TMEM150A",129303
"14873","TSPAN33",340348
"14874","TMEM121",80757
"14875","KCNQ5",56479
"14876","TIMM21",29090
"14877","GJA9",81025
"14878","FKBP9",11328
"14879","GSK3B",2932
"14880","ASB15",142685
"14881","MYH3",4621
"14882","AFP",174
"14883","NSUN6",221078
"14884","DIO3",1735
"14885","GABRA2",2555
"14886","FAM138A",641702
"14887","KNDC1",85442
"14888","ATP6V1C1",528
"14889","DIXDC1",85458
"14890","CMTR1",23070
"14891","CEACAM19",56971
"14892","KCNA10",3744
"14893","TTC5",91875
"14894","PCSK1N",27344
"14895","PAGR1",79447
"14896","SEMA3F",6405
"14897","CLIC5",53405
"14898","GRIP1",23426
"14899","POLG2",11232
"14900","DHRSX",207063
"14901","NRIP2",83714
"14902","TBCCD1",55171
"14903","IQCD",115811
"14904","CD46",4179
"14905","C22orf23",84645
"14906","SART1",9092
"14907","RANBP17",64901
"14908","OR51L1",119682
"14909","EPAS1",2034
"14910","ARL6IP4",51329
"14911","CRNKL1",51340
"14912","GPR156",165829
"14913","ATP2B2",491
"14914","FATE1",89885
"14915","MEX3C",51320
"14916","PPP4R1",9989
"14917","ELOVL5",60481
"14918","GOLGB1",2804
"14919","RPL29",6159
"14920","CEP126",57562
"14921","FAM86C1",55199
"14922","ARFGEF3",57221
"14923","SND1-IT1",27099
"14924","LRRC4",64101
"14925","MRPS24",64951
"14926","LIN9",286826
"14927","SMIM14",201895
"14928","NSUN5P2",155400
"14929","NSUN5P2",260294
"14930","GSAP",54103
"14931","C16orf46",123775
"14932","STRC",161497
"14933","TANC1",85461
"14934","MCM3AP",8888
"14935","UGT1A5",54579
"14936","ACADS",35
"14937","PLCB4",5332
"14938","C1QL1",10882
"14939","PLEKHA7",144100
"14940","LINC00906",148145
"14941","AMBN",258
"14942","TMEM2",23670
"14943","EPM2A",7957
"14944","IL21",59067
"14945","PEX26",55670
"14946","VWC2",375567
"14947","LINC00691",152024
"14948","CXCL12",6387
"14949","WFDC6",140870
"14950","GPR162",27239
