"","hgnc_symbol","entrezgene"
"6381","SHCBP1",79801
"6382","GALK2",2585
"6383","RACK1",10399
"6384","FGA",2243
"6385","MAP7D3",79649
"6386","C2CD2L",9854
"6387","LGI3",203190
"6388","LRFN3",79414
"6389","FAAP20",199990
"6390","ZMYM6",9204
"6391","TMCO6",55374
"6392","DDX18",8886
"6393","RBAK",57786
"6394","RAB39A",54734
"6395","SOX1",6656
"6396","PDCD4",27250
"6397","RNF170",81790
"6398","DYDC2",84332
"6399","OPLAH",26873
"6400","DLEU7",220107
"6401","SMOX",54498
"6402","PKP4",8502
"6403","MYC",4609
"6404","ZBTB33",10009
"6405","CKB",1152
"6406","LSM14A",26065
"6407","SLC13A2",9058
"6408","ZNF506",440515
"6409","KCNQ1DN",55539
"6410","CTDSPL",10217
"6411","KCTD14",65987
"6412","CASP10",843
"6413","KIAA0196",9897
"6414","TNFSF12-TNFSF13",407977
"6415","ZNF350",59348
"6416","OR4K2",390431
"6417","FAM205A",259308
"6418","ZNF333",84449
"6419","ZNF552",79818
"6420","CEP128",145508
"6421","ARMCX5",64860
"6422","CRH",1392
"6423","E2F5",1875
"6424","CDK5RAP3",80279
"6425","RAB34",83871
"6426","NFKB2",4791
"6427","DHRS13",147015
"6428","TMED8",283578
"6429","MKRN3",7681
"6430","DERL2",51009
"6431","YIPF3",25844
"6432","ZNF266",10781
"6433","YTHDF2",51441
"6434","CACNA1F",778
"6435","WFDC10B",280664
"6436","ZNF480",147657
"6437","APOD",347
"6438","PLCD3",113026
"6439","ATP9A",10079
"6440","RECK",8434
"6441","SPRYD3",84926
"6442","SYNE1",23345
"6443","SPEF2",79925
"6444","ERAS",3266
"6445","ZNF221",7638
"6446","STK31",56164
"6447","LY9",4063
"6448","PCDHB3",56132
"6449","CRHR2",1395
"6450","",619207
"6451","ACSM2A",123876
"6452","KMT2E",55904
"6453","HIST1H4F",8361
"6454","KANSL1",284058
"6455","SEC14L4",284904
"6456","COX19",90639
"6457","POLK",51426
"6458","PHYKPL",85007
"6459","NOP58",51602
"6460","C1orf204",284677
"6461","OXCT2",64064
"6462","OR2V2",285659
"6463","ZNF248",57209
"6464","LRPPRC",10128
"6465","DDX52",11056
"6466","PCDHGA8",9708
"6467","CYP1B1",1545
"6468","GARNL3",84253
"6469","RARRES3",5920
"6470","CDH24",64403
"6471","CECR6",27439
"6472","JPH1",56704
"6473","GDPD2",54857
"6474","WBP2",23558
"6475","ZNF606",80095
"6476","RPL23A",6147
"6477","ZNF567",163081
"6478","HIST3H2A",92815
"6479","PRKCZ",5590
"6480","GTF3C4",9329
"6481","TIGD3",220359
"6482","PCDHGA5",56110
"6483","AHI1",54806
"6484","OR13C9",286362
"6485","LUC7L",55692
"6486","SNED1",25992
"6487","IGFBP5",3488
"6488","GCC2",9648
"6489","ZSCAN2",54993
"6490","SOAT1",6646
"6491","CAND2",23066
"6492","UPK3BL",100134938
"6493","ACTR10",55860
"6494","MCC",4163
"6495","ZNF862",643641
"6496","KDELC1",79070
"6497","MBTPS1",8720
"6498","NEU3",10825
"6499","HMGCS1",3157
"6500","UBE2Q2P2",100134869
"6501","INTS9",55756
"6502","SLC4A1AP",22950
"6503","SPARC",6678
"6504","MYL7",58498
"6505","TANGO2",128989
"6506","ARHGEF11",9826
"6507","PAEP",5047
"6508","RAB3IP",117177
"6509","POU4F3",5459
"6510","GTF3A",2971
"6511","KIF20A",10112
"6512","GON4L",54856
"6513","OMD",4958
"6514","ART4",420
"6515","ACSL1",2180
"6516","RGS12",6002
"6517","EHMT2",10919
"6518","TAX1BP3",30851
"6519","BTG4",54766
"6520","RAB8B",51762
"6521","NOVA2",4858
"6522","ELOVL4",6785
"6523","LILRA5",353514
"6524","SRM",6723
"6525","",100128239
"6526","SPINT4",391253
"6527","PTPN22",26191
"6528","TOPORS",10210
"6529","HUNK",30811
"6530","RAPGEFL1",51195
"6531","NAA25",80018
"6532","DFNA5",1687
"6533","PNKP",11284
"6534","DAG1",1605
"6535","OR4S2",219431
"6536","DST",667
"6537","CYP27B1",1594
"6538","NFATC1",4772
"6539","UNC80",285175
"6540","RAET1K",646024
"6541","CYP4V2",285440
"6542","GJB2",2706
"6543","DCK",1633
"6544","FBXL3",26224
"6545","TMEM126B",55863
"6546","AMH",268
"6547","NIPA2",81614
"6548","UGT1A6",54578
"6549","FOXI3",344167
"6550","KIAA1217",56243
"6551","ITGB1",3688
"6552","PLVAP",83483
"6553","ME3",10873
"6554","PCBP1",5093
"6555","CNN2",1265
"6556","L1TD1",54596
"6557","LILRB3",11025
"6558","PLXNA2",5362
"6559","DNAJC4",3338
"6560","PYCR2",29920
"6561","M6PR",4074
"6562","KMT5C",84787
"6563","SDPR",8436
"6564","DNAJC19",131118
"6565","SMIM11A",54065
"6566","PABPC4",8761
"6567","POF1B",79983
"6568","SARS",6301
"6569","REG1B",5968
"6570","RNF215",200312
"6571","PRLH",51052
"6572","SPOCK2",9806
"6573","CETP",1071
"6574","TRIM16",10626
"6575","MRFAP1L1",114932
"6576","EIF2S3",1968
"6577","MAGEE1",57692
"6578","NCCRP1",342897
"6579","ORMDL1",94101
"6580","OCM",654231
"6581","POLR3D",661
"6582","ZDHHC7",55625
"6583","ITGB6",3694
"6584","ISM2",145501
"6585","SYCN",342898
"6586","COX7B",1349
"6587","HEATR3",55027
"6588","KRTAP1-5",83895
"6589","CTSO",1519
"6590","LCN9",392399
"6591","CTNS",1497
"6592","ZNF470",388566
"6593","MOB3B",79817
"6594","TNK2",10188
"6595","ANK2",287
"6596","RNF217",154214
"6597","C16orf91",283951
"6598","RIPPLY2",134701
"6599","WDR97",340390
"6600","PPCS",79717
"6601","ZNF428",126299
"6602","",29994
"6603","PARD6B",84612
"6604","JPH2",57158
"6605","PCNA",5111
"6606","FRMPD2",143162
"6607","SBNO1",55206
"6608","TADA2B",93624
"6609","CXCL14",9547
"6610","PRMT5",10419
"6611","PPP1R26",9858
"6612","IL17RD",54756
"6613","TRPV3",162514
"6614","LINC01600",154386
"6615","BMP3",651
"6616","C8orf33",65265
"6617","FEZ1",9638
"6618","GATA6",2627
"6619","RBM41",55285
"6620","CD164L2",388611
"6621","SHISA4",149345
"6622","ZNF407",55628
"6623","PRKCSH",5589
"6624","ERP27",121506
"6625","GOLGA6L1",283767
"6626","MARCH11",441061
"6627","LHX8",431707
"6628","ZNF574",64763
"6629","COMMD2",51122
"6630","APRT",353
"6631","MAST1",22983
"6632","ACP2",53
"6633","LRRK2",120892
"6634","TOR1B",27348
"6635","SH3BGRL",6451
"6636","MSN",4478
"6637","PRRG2",5639
"6638","KRT79",338785
"6639","QARS",5859
"6640","PLEKHB1",58473
"6641","GPX7",2882
"6642","CD300LF",146722
"6643","ZNF518A",9849
"6644","RIT2",6014
"6645","OR13A1",79290
"6646","DISP1",84976
"6647","GRIK5",2901
"6648","DNAJB7",150353
"6649","IL1R2",7850
"6650","FOXE1",2304
"6651","RADIL",55698
"6652","P2RY2",5029
"6653","TMCO2",127391
"6654","HACD4",401494
"6655","TAPT1",202018
"6656","FAS",355
"6657","CST9",128822
"6658","INHA",3623
"6659","SREBF2",6721
"6660","ADCY8",114
"6661","GBF1",8729
"6662","PLLP",51090
"6663","EIF4EBP3",8637
"6664","LIG1",3978
"6665","GGT5",2687
"6666","CCDC89",220388
"6667","PDE6A",5145
"6668","LSG1",55341
"6669","ADGRE3",84658
"6670","C10orf88",80007
"6671","TBC1D14",57533
"6672","PREB",10113
"6673","RLIM",51132
"6674","ANKK1",255239
"6675","SULT2A1",6822
"6676","ICAM3",3385
"6677","",572558
"6678","MAN1B1",11253
"6679","NSMAF",8439
"6680","SOX2",6657
"6681","PHLDA3",23612
"6682","CRYGN",155051
"6683","TBC1D21",161514
"6684","SRL",6345
"6685","APTX",54840
"6686","PDCD1",5133
"6687","UBE2Q2",92912
"6688","NOBOX",135935
"6689","RXRA",6256
"6690","KLF14",136259
"6691","OCA2",4948
"6692","CYSLTR1",10800
"6693","EPPK1",83481
"6694","ARHGEF10",9639
"6695","HR",55806
"6696","ZNF90",7643
"6697","ADGRG3",222487
"6698","ZMAT5",55954
"6699","ESX1",80712
"6700","SLC26A1",10861
"6701","RPS2",6187
"6702","CCDC170",80129
"6703","TMEM59L",25789
"6704","TAF7",6879
"6705","ABCG5",64240
"6706","KLF11",8462
"6707","CNOT1",23019
"6708","CXCL5",6374
"6709","SVIP",258010
"6710","RABEPK",10244
"6711","PTPRK",5796
"6712","SEMG2",6407
"6713","PABPC3",5042
"6714","KDM4A",9682
"6715","ROBO2",6092
"6716","MTX2",10651
"6717","DNAJC16",23341
"6718","STRA8",346673
"6719","CTAG2",30848
"6720","LRRC15",131578
"6721","BTG2",7832
"6722","KLRB1",3820
"6723","ELK1",2002
"6724","TH",7054
"6725","NFATC2",4773
"6726","MRPL51",51258
"6727","CASS4",57091
"6728","MRAP2",112609
"6729","NOP16",51491
"6730","NFE2L2",4780
"6731","HHLA1",10086
"6732","HDC",3067
"6733","SLC25A23",79085
"6734","FAM86EP",348926
"6735","TSIX",9383
"6736","BORCS7",119032
"6737","LCT",3938
"6738","KLHL8",57563
"6739","ANKRD42",338699
"6740","",653635
"6741","",100288778
"6742","ARF4",378
"6743","PPIAL4A",653505
"6744","GAR1",54433
"6745","METAP1",23173
"6746","ZNF521",25925
"6747","POU5F2",134187
"6748","PPP1CC",5501
"6749","RASD1",51655
"6750","PAM",5066
"6751","FAM83H",286077
"6752","IFNGR1",3459
"6753","RRAGD",58528
"6754","RBL2",5934
"6755","ANXA2R",389289
"6756","HEXIM1",10614
"6757","FAM32A",26017
"6758","GRIK4",2900
"6759","TP53TG3",729355
"6760","GTPBP10",85865
"6761","MGAT3",4248
"6762","HOXC8",3224
"6763","NMU",10874
"6764","NSF",4905
"6765","KIAA0355",9710
"6766","TPSAB1",7177
"6767","HEXIM2",124790
"6768","KRTAP25-1",100131902
"6769","YLPM1",56252
"6770","POLG",5428
"6771","DYRK3",8444
"6772","ZSCAN18",65982
"6773","ZXDA",7789
"6774","ERGIC2",51290
"6775","FBF1",85302
"6776","EMC9",51016
"6777","AMBP",259
"6778","SERPINH1",871
"6779","GIPC2",54810
"6780","WDR83",84292
"6781","TROAP",10024
"6782","PAOX",196743
"6783","SPATA4",132851
"6784","SIGLEC11",114132
"6785","KDM4B",23030
"6786","LYPD6",130574
"6787","XPO7",23039
"6788","INSIG1",3638
"6789","NACC2",138151
"6790","C7orf31",136895
"6791","PLK1",5347
"6792","CTSL",1514
"6793","SPATA18",132671
"6794","RIC8A",60626
"6795","RELL2",285613
"6796","RAI2",10742
"6797","PEBP4",157310
"6798","APP",351
"6799","SLC27A1",376497
"6800","RUFY4",285180
"6801","DDX51",317781
"6802","REEP2",51308
"6803","TEK",7010
"6804","DNAJB6",10049
"6805","NTM",50863
"6806","TECRL",253017
"6807","FLT3LG",2323
"6808","FOXA3",3171
"6809","GPR108",56927
"6810","NOTCH3",4854
"6811","MAFA",389692
"6812","PRR13",54458
"6813","FAM13C",220965
"6814","MECP2",4204
"6815","DAAM2",23500
"6816","GLRA3",8001
"6817","SPATA9",83890
"6818","PTPN2",5771
"6819","ZNF423",23090
"6820","DOCK9",23348
"6821","RCE1",9986
"6822","ZNF10",7556
"6823","PSMA8",143471
"6824","OR2L2",26246
"6825","OR2L3",391192
"6826","NOTCH2",4853
"6827","COX4I2",84701
"6828","UBE3C",9690
"6829","ANKRD53",79998
"6830","TMEM173",340061
"6831","ZNF706",51123
"6832","PCDHGB8P",56120
"6833","UNC5D",137970
"6834","PWP2",5822
"6835","SLC39A1",27173
"6836","C12orf60",144608
"6837","SMAD5",4090
"6838","POLR2H",5437
"6839","DUOX1",53905
"6840","AP5S1",55317
"6841","OXR1",55074
"6842","IL21R",50615
"6843","C12orf42",374470
"6844","MRM1",79922
"6845","TTLL13P",440307
"6846","ENTPD2",954
"6847","SULT1B1",27284
"6848","KRTAP26-1",388818
"6849","VTI1A",143187
"6850","FAM83G",644815
"6851","ASCL2",430
"6852","BOP1",23246
"6853","CCNH",902
"6854","CLDN3",1365
"6855","FOXA1",3169
"6856","HNRNPA1L2",144983
"6857","IQCF2",389123
"6858","RB1",5925
"6859","CLDN4",1364
"6860","FOXB1",27023
"6861","SUMF2",25870
"6862","PPM1F",9647
"6863","LMOD1",25802
"6864","CYP51A1",1595
"6865","FBXL18",80028
"6866","RASL12",51285
"6867","BRS3",680
"6868","PPWD1",23398
"6869","AP4B1",10717
"6870","ARFGEF2",10564
"6871","CNTNAP3",79937
"6872","RBBP4",5928
"6873","RBM14",10432
"6874","PRF1",5551
"6875","ASNA1",439
"6876","KISS1",3814
"6877","SAP30L",79685
"6878","NAA50",80218
"6879","CADM4",199731
"6880","ACBD5",91452
"6881","PARG",8505
"6882","AMY1A",276
"6883","GALNT4",8693
"6884","MAP3K5",4217
"6885","RUNX3",864
"6886","ERICH6",131831
"6887","ANGPTL6",83854
"6888","PRR32",100130613
"6889","ANGPTL2",23452
"6890","MARC1",64757
"6891","HLA-DOB",3112
"6892","HSD17B11",51170
"6893","WBP1L",54838
"6894","GJC1",10052
"6895","STK11IP",114790
"6896","ASB3",51130
"6897","SH3GL1",6455
"6898","GMFB",2764
"6899","ASZ1",136991
"6900","AGPS",8540
"6901","ZNF804B",219578
"6902","KIRREL2",84063
"6903","FHL5",9457
"6904","SLC9C1",285335
"6905","ADCK2",90956
"6906","CYP4F22",126410
"6907","TFAP2C",7022
"6908","LITAF",9516
"6909","TOR3A",64222
"6910","EGFR",1956
"6911","REEP6",92840
"6912","MED14",9282
"6913","GPAA1",8733
"6914","ILF3-AS1",147727
"6915","OR10G3",26533
"6916","INSL6",11172
"6917","ZNF486",90649
"6918","KCNK10",54207
"6919","NAA60",79903
"6920","ANKRD33",341405
"6921","FAR1",84188
"6922","AFF3",3899
"6923","SLPI",6590
"6924","PDGFRA",5156
"6925","SMAD5-AS1",9597
"6926","N4BP2L1",90634
"6927","CYB561A3",220002
"6928","TMEM95",339168
"6929","PELI1",57162
"6930","SSTR1",6751
"6931","ZNF141",7700
"6932","PGR",5241
"6933","ZBTB11-AS1",100009676
"6934","FOXF1",2294
"6935","TRIP13",9319
"6936","FAM181B",220382
"6937","EMILIN1",11117
"6938","NATD1",256302
"6939","METTL5",29081
"6940","UAP1",6675
"6941","BBOF1",80127
"6942","PRELID3B",51012
"6943","SAA2",6289
"6944","ZBTB4",57659
"6945","RNF169",254225
"6946","AASDH",132949
"6947","ZNF721",170960
"6948","EFHC1",114327
"6949","ZNF398",57541
"6950","PLEKHG3",26030
"6951","WFS1",7466
"6952","ST8SIA5",29906
"6953","MBD2",8932
"6954","FAM114A2",10827
"6955","MEX3B",84206
"6956","KNL1",57082
"6957","DCTD",1635
"6958","CAPN15",6650
"6959","SAMD9L",219285
"6960","ATP9B",374868
"6961","OR52E6",390078
"6962","ARHGAP11B",89839
"6963","TRIM50",135892
"6964","EIF4E1B",253314
"6965","TPSB2",64499
"6966","TPK1",27010
"6967","VSX1",30813
"6968","HCST",10870
"6969","TMSB15B",286527
"6970","PPIF",10105
"6971","GUCY1B3",2983
"6972","HERC2",8924
"6973","ZNF431",170959
"6974","ISLR",3671
"6975","MGP",4256
"6976","RFWD3",55159
"6977","GCH1",2643
"6978","ETV3",2117
"6979","LMX1A",4009
"6980","ADGRB1",575
"6981","IL3RA",3563
"6982","STOM",2040
"6983","CPT1C",126129
"6984","CD40LG",959
"6985","MEN1",4221
"6986","KCTD6",200845
"6987","ST13",6767
"6988","TOX4",9878
"6989","PRSS45",377047
"6990","GOLGA2P5",55592
"6991","",8509
"6992","RNF130",55819
"6993","HSPB11",51668
"6994","AQR",9716
"6995","NRIP3",56675
"6996","IZUMO1",284359
"6997","BCAP31",10134
"6998","C19orf44",84167
"6999","SLBP",7884
"7000","ZNF711",7552
"7001","RPE",6120
"7002","UBR7",55148
"7003","ARHGEF16",27237
"7004","ERMARD",55780
"7005","NUDT18",79873
"7006","ISG15",9636
"7007","CANX",821
"7008","SLC2A12",154091
"7009","SCGB3A2",117156
"7010","XRCC5",7520
"7011","PCDHGA7",56108
"7012","MDGA1",266727
"7013","AUNIP",79000
"7014","ILVBL",10994
"7015","RTBDN",83546
"7016","SI",6476
"7017","ZNF638",27332
"7018","TACR1",6869
"7019","FBXO33",254170
"7020","ADNP",23394
"7021","CEP85",64793
"7022","VCL",7414
"7023","TRIM6-TRIM34",445372
"7024","HNF4A",3172
"7025","GLP2R",9340
"7026","IRF6",3664
"7027","FAM71A",149647
"7028","GTF2IRD1",9569
"7029","ZBTB14",7541
"7030","FZD1",8321
"7031","GALNT15",117248
"7032","PSD3",23362
"7033","CNBD1",168975
"7034","GYPB",2994
"7035","CCDC9",26093
"7036","SNORD94",692225
"7037","ABCB7",22
"7038","MAGEA3",4102
"7039","FANCB",2187
"7040","OR5B2",390190
"7041","NBEAL1",65065
"7042","ANXA3",306
"7043","GGN",199720
"7044","GPR63",81491
"7045","KHSRP",8570
"7046","TCF19",6941
"7047","EPS8L1",54869
"7048","DGKQ",1609
"7049","OR11H4",390442
"7050","BSPH1",100131137
"7051","SELENOF",9403
"7052","SNORD115-25",100033801
"7053","UBE3B",89910
"7054","SNORA36A",677817
"7055","MS4A5",64232
"7056","PPM1H",57460
"7057","KCNK7",10089
"7058","SLC4A3",6508
"7059","ANP32E",81611
"7060","ANXA8L1",728113
"7061","",677778
"7062","CUL7",9820
"7063","CYP4F8",11283
"7064","SCARNA3",677679
"7065","ARMC3",219681
"7066","MTHFSD",64779
"7067","SNORD116-27",100033439
"7068","INPP4B",8821
"7069","B4GALT6",9331
"7070","CELA2B",51032
"7071","WFIKKN1",117166
"7072","KRTAP9-2",83899
"7073","KRTAP9-2",83901
"7074","ZNF667",63934
"7075","DDIAS",220042
"7076","C3",718
"7077","ZPLD1",131368
"7078","ACSM3",6296
"7079","SNORD61",26787
"7080","RGPD5",84220
"7081","RGPD5",729540
"7082","LINC00473",90632
"7083","SNORD114-11",767589
"7084","SCARNA7",677767
"7085","ERO1A",30001
"7086","SNORD18B",595099
"7087","SNORD115-17",100033455
"7088","CDY1",9085
"7089","CEACAM5",1048
"7090","SSBP2",23635
"7091","CLSTN2",64084
"7092","FOXI2",399823
"7093","COG3",83548
"7094","CCDC88C",440193
"7095","MED8",112950
"7096","KRT39",390792
"7097","SLC25A44",9673
"7098","SNORD109B",338429
"7099","PRAP1",118471
"7100","SNORD113-9",767569
"7101","CTXN3",613212
"7102","SEPT9",10801
"7103","OR51B2",79345
"7104","ZNF385B",151126
"7105","PLA2G2F",64600
"7106","LSM12",124801
"7107","GNA13",10672
"7108","BAG5",9529
"7109","OR51B6",390058
"7110","ONECUT3",390874
"7111","RNASE4",6038
"7112","LRRTM3",347731
"7113","",27065
"7114","FEZF2",55079
"7115","KIAA0907",22889
"7116","FCRL4",83417
"7117","SNORD92",692209
"7118","RASSF3",283349
"7119","CYP24A1",1591
"7120","EPC2",26122
"7121","TCP1",6950
"7122","HLA-DRB5",3127
"7123","FBXO34",55030
"7124","CDC7",8317
"7125","PRDM6",93166
"7126","H2AFX",3014
"7127","KIAA0430",9665
"7128","RABAC1",10567
"7129","SPI1",6688
"7130","METTL21EP",121952
"7131","ZNF555",148254
"7132","FNDC1",84624
"7133","SUFU",51684
"7134","CHST9",83539
"7135","SNORD114-7",767583
"7136","TLR10",81793
"7137","SRPK2",6733
"7138","PANX1",24145
"7139","TCP10L2",401285
"7140","CHCHD4",131474
"7141","KCND1",3750
"7142","MATR3",9782
"7143","IARS2",55699
"7144","SLC7A11",23657
"7145","PCDH9",5101
"7146","CTBS",1486
"7147","PROX2",283571
"7148","GPNMB",10457
"7149","FOLR3",2352
"7150","ODF1",4956
"7151","SNORD96B",692226
"7152","TGFBR2",7048
"7153","HCN2",610
"7154","YWHAE",7531
"7155","SLC5A8",160728
"7156","SNORA38B",100124536
"7157","PPP1CA",5499
"7158","HGF",3082
"7159","BBS7",55212
"7160","LIX1L",128077
"7161","PLCD1",5333
"7162","C12orf56",115749
"7163","SNORD57",26792
"7164","SNORD116-29",100033821
"7165","RAD21L1",642636
"7166","OVCA2",124641
"7167","CCDC85C",317762
"7168","OBP2A",29991
"7169","NARS2",79731
"7170","FAM177B",400823
"7171","BAIAP2-AS1",440465
"7172","CALML4",91860
"7173","ZNF429",353088
"7174","C7orf57",136288
"7175","TRAPPC12",51112
"7176","SPATA45",149643
"7177","KRTAP27-1",643812
"7178","CCR3",1232
"7179","USP43",124739
"7180","LYRM9",201229
"7181","BSND",7809
"7182","VAT1",10493
"7183","UNC119",9094
"7184","PCDH8",5100
"7185","SLC27A2",11001
"7186","MYEOV",26579
"7187","FHDC1",85462
"7188","LY6G5B",58496
"7189","DPP7",29952
"7190","LINC00926",283663
"7191","RUSC2",9853
"7192","WIPI2",26100
"7193","MR1",3140
"7194","TAL2",6887
"7195","RXFP4",339403
"7196","DHX40",79665
"7197","TEKT4P2",100132288
"7198","ATP5D",513
"7199","CKAP2L",150468
"7200","XRCC3",7517
"7201","GPR160",26996
"7202","CDH10",1008
"7203","PM20D1",148811
"7204","CDK5",1020
"7205","CMC1",152100
"7206","POT1",25913
"7207","MED4",29079
"7208","TRPV5",56302
"7209","FAM69C",125704
"7210","TMEM170A",124491
"7211","CAMSAP1",157922
"7212","RANBP9",10048
"7213","DIP2B",57609
"7214","TMEM127",55654
"7215","DFNB59",494513
"7216","FAP",2191
"7217","SLC12A2",6558
"7218","CLP1",10978
"7219","PLEKHF2",79666
"7220","SLC8A1",6546
"7221","ZNF276",92822
"7222","AKR1C4",1109
"7223","NUPR1",26471
"7224","TSTA3",7264
"7225","CPNE7",27132
"7226","RPL4",6124
"7227","PAK2",5062
"7228","CDC25A",993
"7229","ZNF257",113835
"7230","AKAIN1",642597
"7231","TMPRSS9",360200
"7232","HAPLN1",1404
"7233","HS6ST1",9394
"7234","ACOT12",134526
"7235","FBXL12",54850
"7236","SPEG",10290
"7237","PTPRN2",5799
"7238","GGNBP2",79893
"7239","FBXW10",10517
"7240","YDJC",150223
"7241","SNORA35",677816
"7242","RAB38",23682
"7243","FAM179B",23116
"7244","FAM120A",23196
"7245","GPATCH8",23131
"7246","KHDC1",80759
"7247","ADD1",118
"7248","GNB4",59345
"7249","TMPO-AS1",100128191
"7250","LHX1",3975
"7251","ZNF577",84765
"7252","ZNF681",148213
"7253","HTR1A",3350
"7254","DSCAM",1826
"7255","COX6B2",125965
"7256","PEX11B",8799
"7257","ADGRL2",23266
"7258","ALG3",10195
"7259","ADAMTS8",11095
"7260","KIAA1841",84542
"7261","SNORD63",26785
"7262","THEM5",284486
"7263","",374387
"7264","TMEM5",10329
"7265","SNORA70C",100124538
"7266","ABCB11",8647
"7267","IER5",51278
"7268","SP1",6667
"7269","ZNF32",7580
"7270","ZNF367",195828
"7271","MYL9",10398
"7272","GPN2",54707
"7273","ACAN",176
"7274","MBOAT4",619373
"7275","KRTAP17-1",83902
"7276","PCSK1",5122
"7277","KPNA2",3838
"7278","NCAM2",4685
"7279","ZNF99",7652
"7280","TPH1",7166
"7281","ST18",9705
"7282","MAPK4",5596
"7283","",648691
"7284","LRRC56",115399
"7285","TNFRSF11A",8792
"7286","CECR7",100130418
"7287","SOCS3",9021
"7288","CHD2",1106
"7289","CCSER2",54462
"7290","CXCR1",3577
"7291","TTTY23B",252955
"7292","LRRC8A",56262
"7293","WAPL",23063
"7294","MBLAC2",153364
"7295","LYRM4",57128
"7296","CD28",940
"7297","GUCY2F",2986
"7298","C1orf210",149466
"7299","CD63",967
"7300","PROM2",150696
"7301","TAS2R38",5726
"7302","ZFP82",284406
"7303","AP3D1",8943
"7304","TBX3",6926
"7305","MOK",5891
"7306","MPC2",25874
"7307","POLR3G",10622
"7308","BAG4",9530
